diakid	datum	ertek	tipus	targyid
242	2010.10.08	2	szóbeli felelet	12
83	2010.10.08	3	témazáró dolgozat	11
212	2010.10.08	4	témazáró dolgozat	11
15	2010.10.08	3	témazáró dolgozat	11
77	2010.10.08	4	témazáró dolgozat	11
65	2010.10.08	5	témazáró dolgozat	11
68	2010.10.08	5	témazáró dolgozat	11
33	2010.10.08	5	témazáró dolgozat	11
87	2010.10.08	4	témazáró dolgozat	11
151	2010.10.08	5	szóbeli felelet	12
228	2010.10.08	5	órai munka	5
293	2010.10.08	5	órai munka	5
298	2010.10.08	5	órai munka	5
409	2010.10.08	5	órai munka	5
262	2010.10.08	4	röpdolgozat	13
262	2010.10.08	5	röpdolgozat	13
263	2010.10.08	4	röpdolgozat	13
263	2010.10.08	4	szóbeli felelet	13
297	2010.10.08	4	röpdolgozat	13
251	2010.10.08	4	röpdolgozat	13
251	2010.10.08	4	röpdolgozat	13
253	2010.10.08	4	röpdolgozat	13
253	2010.10.08	4	röpdolgozat	13
253	2010.10.08	5	röpdolgozat	13
274	2010.10.08	5	röpdolgozat	13
272	2010.10.08	5	röpdolgozat	13
267	2010.10.08	5	röpdolgozat	13
268	2010.10.08	4	röpdolgozat	13
105	2010.10.08	5	órai munka	13
105	2010.10.08	5	órai munka	13
105	2010.10.08	5	röpdolgozat	13
140	2010.10.08	4	órai munka	13
140	2010.10.08	4	röpdolgozat	13
205	2010.10.08	3	órai munka	13
205	2010.10.08	3	órai munka	13
205	2010.10.08	3	röpdolgozat	13
108	2010.10.08	3	órai munka	13
108	2010.10.08	5	órai munka	13
108	2010.10.08	4	röpdolgozat	13
128	2010.10.08	5	órai munka	13
128	2010.10.08	4	röpdolgozat	13
128	2010.10.08	5	röpdolgozat	13
183	2010.10.08	4	órai munka	13
183	2010.10.08	4	órai munka	13
155	2010.10.08	5	órai munka	13
155	2010.10.08	4	órai munka	13
155	2010.10.08	4	röpdolgozat	13
155	2010.10.08	5	röpdolgozat	13
113	2010.10.08	3	órai munka	13
113	2010.10.08	5	órai munka	13
129	2010.10.08	5	órai munka	13
129	2010.10.08	4	röpdolgozat	13
103	2010.10.08	5	órai munka	13
103	2010.10.08	4	röpdolgozat	13
103	2010.10.08	5	röpdolgozat	13
160	2010.10.08	3	órai munka	13
160	2010.10.08	3	órai munka	13
160	2010.10.08	2	röpdolgozat	13
150	2010.10.08	5	órai munka	13
150	2010.10.08	5	röpdolgozat	13
111	2010.10.08	3	órai munka	13
111	2010.10.08	5	órai munka	13
111	2010.10.08	4	szóbeli felelet	13
111	2010.10.08	5	röpdolgozat	13
172	2010.10.08	4	órai munka	13
172	2010.10.08	4	órai munka	13
172	2010.10.08	4	röpdolgozat	13
25	2010.10.08	5	témazáró dolgozat	14
65	2010.10.08	5	témazáró dolgozat	14
66	2010.10.08	4	témazáró dolgozat	14
35	2010.10.08	5	témazáró dolgozat	14
73	2010.10.08	4	témazáró dolgozat	14
92	2010.10.08	4	témazáró dolgozat	14
87	2010.10.08	5	témazáró dolgozat	14
92	2010.10.08	4	röpdolgozat	14
158	2010.10.08	2	témazáró dolgozat	14
164	2010.10.08	4	témazáró dolgozat	14
159	2010.10.08	1	témazáró dolgozat	14
185	2010.10.08	2	témazáró dolgozat	14
134	2010.10.08	1	témazáró dolgozat	14
208	2010.10.08	1	témazáró dolgozat	14
190	2010.10.08	2	témazáró dolgozat	14
166	2010.10.08	5	témazáró dolgozat	14
339	2010.10.09	4	témazáró dolgozat	1
424	2010.10.09	5	témazáró dolgozat	1
360	2010.10.09	4	témazáró dolgozat	1
365	2010.10.09	5	témazáró dolgozat	1
334	2010.10.09	5	témazáró dolgozat	1
398	2010.10.09	4	témazáró dolgozat	1
366	2010.10.09	3	témazáró dolgozat	1
363	2010.10.09	5	témazáró dolgozat	1
344	2010.10.09	5	témazáró dolgozat	1
397	2010.10.09	5	témazáró dolgozat	1
367	2010.10.09	4	témazáró dolgozat	1
324	2010.10.09	5	témazáró dolgozat	1
390	2010.10.09	4	témazáró dolgozat	1
362	2010.10.09	4	témazáró dolgozat	1
368	2010.10.09	5	témazáró dolgozat	1
356	2010.10.09	5	témazáró dolgozat	1
400	2010.10.09	4	témazáró dolgozat	1
96	2010.10.10	5	röpdolgozat	3
104	2010.10.10	5	témazáró dolgozat	19
140	2010.10.10	5	témazáró dolgozat	19
146	2010.10.10	5	témazáró dolgozat	19
205	2010.10.10	4	témazáró dolgozat	19
135	2010.10.10	1	témazáró dolgozat	19
108	2010.10.10	4	témazáró dolgozat	19
153	2010.10.10	2	témazáró dolgozat	19
426	2010.10.10	5	témazáró dolgozat	19
119	2010.10.10	4	témazáró dolgozat	19
137	2010.10.10	4	témazáró dolgozat	19
175	2010.10.10	4	témazáró dolgozat	19
167	2010.10.10	5	témazáró dolgozat	19
179	2010.10.10	5	témazáró dolgozat	19
168	2010.10.10	1	témazáró dolgozat	19
152	2010.10.10	4	témazáró dolgozat	19
136	2010.10.10	5	témazáró dolgozat	19
156	2010.10.10	2	témazáró dolgozat	19
157	2010.10.10	1	témazáró dolgozat	19
143	2010.10.10	4	témazáró dolgozat	19
142	2010.10.10	4	témazáró dolgozat	19
126	2010.10.10	1	témazáró dolgozat	19
333	2010.10.10	4	témazáró dolgozat	19
396	2010.10.10	4	témazáró dolgozat	19
422	2010.10.10	4	témazáró dolgozat	19
352	2010.10.10	4	témazáró dolgozat	19
415	2010.10.10	5	témazáró dolgozat	19
357	2010.10.10	5	témazáró dolgozat	19
370	2010.10.10	3	témazáró dolgozat	19
345	2010.10.10	5	témazáró dolgozat	19
423	2010.10.10	4	témazáró dolgozat	19
329	2010.10.10	4	témazáró dolgozat	19
388	2010.10.10	2	témazáró dolgozat	19
354	2010.10.10	4	témazáró dolgozat	19
353	2010.10.10	4	témazáró dolgozat	19
409	2010.10.10	4	témazáró dolgozat	19
347	2010.10.10	4	témazáró dolgozat	19
328	2010.10.10	4	témazáró dolgozat	19
339	2010.10.10	3	témazáró dolgozat	19
360	2010.10.10	5	témazáró dolgozat	19
365	2010.10.10	5	témazáró dolgozat	19
334	2010.10.10	5	témazáró dolgozat	19
398	2010.10.10	4	témazáró dolgozat	19
366	2010.10.10	4	témazáró dolgozat	19
363	2010.10.10	4	témazáró dolgozat	19
324	2010.10.10	4	témazáró dolgozat	19
390	2010.10.10	3	témazáró dolgozat	19
364	2010.10.10	5	témazáró dolgozat	19
362	2010.10.10	4	témazáró dolgozat	19
368	2010.10.10	5	témazáró dolgozat	19
356	2010.10.10	3	témazáró dolgozat	19
400	2010.10.10	4	témazáró dolgozat	19
41	2010.10.10	3	témazáró dolgozat	19
31	2010.10.10	4	témazáró dolgozat	19
6	2010.10.10	4	témazáró dolgozat	19
80	2010.10.10	4	témazáró dolgozat	19
102	2010.10.10	3	témazáró dolgozat	19
53	2010.10.10	5	témazáró dolgozat	19
83	2010.10.10	5	témazáró dolgozat	19
212	2010.10.10	5	témazáró dolgozat	19
84	2010.10.10	5	témazáró dolgozat	19
85	2010.10.10	4	témazáró dolgozat	19
81	2010.10.10	3	témazáró dolgozat	19
89	2010.10.10	5	témazáró dolgozat	19
46	2010.10.10	5	témazáró dolgozat	19
94	2010.10.10	5	témazáró dolgozat	19
82	2010.10.10	2	témazáró dolgozat	19
15	2010.10.10	3	témazáró dolgozat	19
101	2010.10.10	3	témazáró dolgozat	19
77	2010.10.10	5	témazáró dolgozat	19
79	2010.10.10	5	témazáró dolgozat	19
76	2010.10.10	3	témazáró dolgozat	19
38	2010.10.10	5	témazáró dolgozat	19
63	2010.10.10	5	témazáró dolgozat	19
62	2010.10.10	5	témazáró dolgozat	19
61	2010.10.10	4	témazáró dolgozat	19
67	2010.10.10	5	témazáró dolgozat	19
65	2010.10.10	5	témazáró dolgozat	19
95	2010.10.10	4	témazáró dolgozat	19
24	2010.10.10	4	témazáró dolgozat	19
25	2010.10.10	5	témazáró dolgozat	19
26	2010.10.10	5	témazáró dolgozat	19
35	2010.10.10	4	témazáró dolgozat	19
73	2010.10.10	5	témazáró dolgozat	19
68	2010.10.10	5	témazáró dolgozat	19
33	2010.10.10	5	témazáró dolgozat	19
87	2010.10.10	5	témazáró dolgozat	19
104	2010.10.10	4	témazáró dolgozat	3
140	2010.10.10	5	témazáró dolgozat	3
146	2010.10.10	5	témazáró dolgozat	3
205	2010.10.10	4	témazáró dolgozat	3
135	2010.10.10	2	témazáró dolgozat	3
108	2010.10.10	5	témazáró dolgozat	3
426	2010.10.10	5	témazáró dolgozat	3
119	2010.10.10	3	témazáró dolgozat	3
137	2010.10.10	4	témazáró dolgozat	3
175	2010.10.10	5	témazáró dolgozat	3
167	2010.10.10	4	témazáró dolgozat	3
179	2010.10.10	5	témazáró dolgozat	3
168	2010.10.10	3	témazáró dolgozat	3
136	2010.10.10	5	témazáró dolgozat	3
143	2010.10.10	4	témazáró dolgozat	3
142	2010.10.10	4	témazáró dolgozat	3
126	2010.10.10	1	témazáró dolgozat	3
41	2010.10.10	3	szóbeli felelet	3
31	2010.10.10	5	szóbeli felelet	3
6	2010.10.10	4	szóbeli felelet	3
80	2010.10.10	3	szóbeli felelet	3
102	2010.10.10	1	szóbeli felelet	3
53	2010.10.10	4	szóbeli felelet	3
83	2010.10.10	5	szóbeli felelet	3
84	2010.10.10	4	szóbeli felelet	3
85	2010.10.10	3	szóbeli felelet	3
81	2010.10.10	5	szóbeli felelet	3
89	2010.10.10	5	szóbeli felelet	3
46	2010.10.10	3	szóbeli felelet	3
94	2010.10.10	5	szóbeli felelet	3
82	2010.10.10	1	szóbeli felelet	3
15	2010.10.10	2	szóbeli felelet	3
77	2010.10.10	5	szóbeli felelet	3
79	2010.10.10	2	szóbeli felelet	3
76	2010.10.10	4	szóbeli felelet	3
38	2010.10.10	4	szóbeli felelet	3
63	2010.10.10	5	szóbeli felelet	3
62	2010.10.10	4	szóbeli felelet	3
61	2010.10.10	5	szóbeli felelet	3
67	2010.10.10	5	szóbeli felelet	3
65	2010.10.10	5	szóbeli felelet	3
25	2010.10.10	5	szóbeli felelet	3
26	2010.10.10	5	szóbeli felelet	3
35	2010.10.10	5	szóbeli felelet	3
73	2010.10.10	5	szóbeli felelet	3
68	2010.10.10	5	szóbeli felelet	3
33	2010.10.10	5	szóbeli felelet	3
87	2010.10.10	5	szóbeli felelet	3
236	2010.10.10	5	szóbeli felelet	6
242	2010.10.10	1	szóbeli felelet	6
316	2010.10.10	5	témazáró dolgozat	3
289	2010.10.10	5	témazáró dolgozat	3
307	2010.10.10	5	témazáró dolgozat	3
277	2010.10.10	5	témazáró dolgozat	3
290	2010.10.10	5	témazáró dolgozat	3
281	2010.10.10	3	témazáró dolgozat	3
222	2010.10.10	4	témazáró dolgozat	3
308	2010.10.10	2	témazáró dolgozat	3
270	2010.10.10	5	témazáró dolgozat	3
219	2010.10.10	2	témazáró dolgozat	3
313	2010.10.10	5	témazáró dolgozat	3
224	2010.10.10	2	témazáró dolgozat	3
303	2010.10.10	5	témazáró dolgozat	3
309	2010.10.10	4	témazáró dolgozat	3
229	2010.10.10	4	témazáró dolgozat	3
226	2010.10.10	3	témazáró dolgozat	3
227	2010.10.10	4	témazáró dolgozat	3
217	2010.10.10	4	témazáró dolgozat	3
312	2010.10.10	1	témazáró dolgozat	3
285	2010.10.10	5	témazáró dolgozat	3
318	2010.10.10	5	témazáró dolgozat	3
256	2010.10.10	4	témazáró dolgozat	3
271	2010.10.10	4	témazáró dolgozat	3
272	2010.10.10	5	témazáró dolgozat	3
299	2010.10.10	1	témazáró dolgozat	3
267	2010.10.10	5	témazáró dolgozat	3
268	2010.10.10	3	témazáró dolgozat	3
282	2010.10.10	3	témazáró dolgozat	3
240	2010.10.10	1	témazáró dolgozat	3
311	2010.10.10	2	röpdolgozat	6
255	2010.10.10	2	röpdolgozat	6
314	2010.10.10	2	röpdolgozat	6
241	2010.10.10	2	röpdolgozat	6
220	2010.10.10	2	röpdolgozat	6
221	2010.10.10	2	röpdolgozat	6
333	2010.10.10	4	témazáró dolgozat	14
422	2010.10.10	5	témazáró dolgozat	14
358	2010.10.10	4	témazáró dolgozat	14
423	2010.10.10	4	témazáró dolgozat	14
391	2010.10.10	4	témazáró dolgozat	14
334	2010.10.10	4	témazáró dolgozat	14
346	2010.10.10	5	témazáró dolgozat	14
390	2010.10.10	4	témazáró dolgozat	14
368	2010.10.10	5	témazáró dolgozat	14
422	2010.10.10	5	órai munka	14
423	2010.10.10	5	órai munka	14
358	2010.10.10	5	órai munka	14
100	2010.10.10	5	röpdolgozat	14
70	2010.10.10	5	röpdolgozat	14
48	2010.10.10	5	röpdolgozat	14
34	2010.10.10	5	röpdolgozat	14
41	2010.10.11	5	szóbeli felelet	6
31	2010.10.11	4	szóbeli felelet	6
6	2010.10.11	4	szóbeli felelet	6
80	2010.10.11	5	szóbeli felelet	6
102	2010.10.11	5	szóbeli felelet	6
53	2010.10.11	4	szóbeli felelet	6
83	2010.10.11	5	szóbeli felelet	6
212	2010.10.11	3	szóbeli felelet	6
84	2010.10.11	5	szóbeli felelet	6
85	2010.10.11	5	szóbeli felelet	6
81	2010.10.11	5	szóbeli felelet	6
89	2010.10.11	5	szóbeli felelet	6
46	2010.10.11	5	szóbeli felelet	6
94	2010.10.11	5	szóbeli felelet	6
82	2010.10.11	5	szóbeli felelet	6
15	2010.10.11	5	szóbeli felelet	6
101	2010.10.11	1	szóbeli felelet	6
77	2010.10.11	5	szóbeli felelet	6
79	2010.10.11	5	szóbeli felelet	6
76	2010.10.11	5	szóbeli felelet	6
16	2010.10.11	5	szóbeli felelet	6
38	2010.10.11	5	szóbeli felelet	6
63	2010.10.11	5	szóbeli felelet	6
62	2010.10.11	5	szóbeli felelet	6
61	2010.10.11	4	szóbeli felelet	6
67	2010.10.11	5	szóbeli felelet	6
65	2010.10.11	5	szóbeli felelet	6
95	2010.10.11	4	szóbeli felelet	6
24	2010.10.11	4	szóbeli felelet	6
25	2010.10.11	5	szóbeli felelet	6
26	2010.10.11	5	szóbeli felelet	6
35	2010.10.11	4	szóbeli felelet	6
73	2010.10.11	5	szóbeli felelet	6
68	2010.10.11	5	szóbeli felelet	6
33	2010.10.11	5	szóbeli felelet	6
87	2010.10.11	5	szóbeli felelet	6
254	2010.10.11	5	órai munka	12
303	2010.10.11	5	órai munka	11
309	2010.10.11	1	szóbeli felelet	11
277	2010.10.11	5	órai munka	11
222	2010.10.11	5	órai munka	11
270	2010.10.11	5	órai munka	11
264	2010.10.11	5	órai munka	11
313	2010.10.11	5	órai munka	11
272	2010.10.11	5	órai munka	11
422	2010.10.11	4	szóbeli felelet	11
39	2010.10.11	5	szóbeli felelet	13
52	2010.10.11	4	szóbeli felelet	13
51	2010.10.11	3	szóbeli felelet	13
94	2010.10.11	3	szóbeli felelet	13
56	2010.10.11	4	szóbeli felelet	13
49	2010.10.11	4	szóbeli felelet	13
71	2010.10.11	4	szóbeli felelet	13
86	2010.10.11	1	szóbeli felelet	13
72	2010.10.11	4	szóbeli felelet	13
95	2010.10.11	2	szóbeli felelet	13
57	2010.10.11	5	szóbeli felelet	13
40	2010.10.11	4	szóbeli felelet	13
90	2010.10.11	5	röpdolgozat	12
29	2010.10.11	5	röpdolgozat	12
328	2010.10.11	4	röpdolgozat	12
371	2010.10.11	4	röpdolgozat	12
96	2010.10.11	5	témazáró dolgozat	14
151	2010.10.11	3	röpdolgozat	14
354	2010.10.11	5	röpdolgozat	14
406	2010.10.11	5	röpdolgozat	14
325	2010.10.11	5	röpdolgozat	14
374	2010.10.11	5	röpdolgozat	14
364	2010.10.11	5	röpdolgozat	14
339	2010.10.11	5	röpdolgozat	14
378	2010.10.11	5	röpdolgozat	14
410	2010.10.11	5	röpdolgozat	14
347	2010.10.11	4	röpdolgozat	14
383	2010.10.11	5	röpdolgozat	14
366	2010.10.11	3	röpdolgozat	14
370	2010.10.11	4	röpdolgozat	14
351	2010.10.11	4	röpdolgozat	14
337	2010.10.11	5	röpdolgozat	14
412	2010.10.11	2	röpdolgozat	14
128	2010.10.11	5	órai munka	11
155	2010.10.11	5	órai munka	11
121	2010.10.11	5	órai munka	11
166	2010.10.11	5	órai munka	11
234	2010.10.11	5	szóbeli felelet	7
243	2010.10.11	5	szóbeli felelet	7
287	2010.10.11	5	szóbeli felelet	7
262	2010.10.11	4	szóbeli felelet	7
262	2010.10.11	5	szóbeli felelet	7
105	2010.10.11	5	szóbeli felelet	5
115	2010.10.11	4	szóbeli felelet	5
177	2010.10.11	3	szóbeli felelet	5
118	2010.10.11	5	szóbeli felelet	5
203	2010.10.11	4	szóbeli felelet	5
145	2010.10.11	5	szóbeli felelet	5
183	2010.10.11	5	szóbeli felelet	5
152	2010.10.11	3	szóbeli felelet	5
197	2010.10.11	5	szóbeli felelet	5
169	2010.10.11	5	szóbeli felelet	5
191	2010.10.11	4	szóbeli felelet	5
198	2010.10.11	4	röpdolgozat	5
141	2010.10.11	4	röpdolgozat	5
187	2010.10.11	5	röpdolgozat	5
204	2010.10.11	4	röpdolgozat	5
194	2010.10.11	5	röpdolgozat	5
186	2010.10.11	3	röpdolgozat	5
207	2010.10.11	3	röpdolgozat	5
98	2010.10.11	5	röpdolgozat	5
171	2010.10.11	4	röpdolgozat	5
18	2010.10.11	4	röpdolgozat	5
188	2010.10.11	5	röpdolgozat	5
129	2010.10.11	5	röpdolgozat	5
161	2010.10.11	5	röpdolgozat	5
182	2010.10.11	5	röpdolgozat	5
165	2010.10.11	5	röpdolgozat	5
103	2010.10.11	4	röpdolgozat	5
112	2010.10.11	5	röpdolgozat	5
170	2010.10.11	4	röpdolgozat	5
150	2010.10.11	5	röpdolgozat	5
125	2010.10.11	4	röpdolgozat	5
193	2010.10.11	4	röpdolgozat	5
110	2010.10.11	5	röpdolgozat	5
189	2010.10.11	5	röpdolgozat	5
109	2010.10.11	2	röpdolgozat	5
105	2010.10.11	4	szóbeli felelet	5
115	2010.10.11	3	szóbeli felelet	5
177	2010.10.11	1	szóbeli felelet	5
118	2010.10.11	3	szóbeli felelet	5
203	2010.10.11	2	szóbeli felelet	5
145	2010.10.11	5	szóbeli felelet	5
183	2010.10.11	5	szóbeli felelet	5
152	2010.10.11	4	szóbeli felelet	5
197	2010.10.11	5	szóbeli felelet	5
169	2010.10.11	3	szóbeli felelet	5
191	2010.10.11	1	szóbeli felelet	5
105	2010.10.11	5	szóbeli felelet	5
152	2010.10.11	4	szóbeli felelet	5
145	2010.10.11	5	szóbeli felelet	5
197	2010.10.11	5	szóbeli felelet	5
402	2010.10.11	5	röpdolgozat	13
329	2010.10.11	5	röpdolgozat	13
338	2010.10.11	5	röpdolgozat	13
388	2010.10.11	1	röpdolgozat	13
398	2010.10.11	5	röpdolgozat	13
335	2010.10.11	4	röpdolgozat	13
397	2010.10.11	5	röpdolgozat	13
362	2010.10.11	4	röpdolgozat	13
113	2010.10.11	4	órai munka	13
176	2010.10.11	1	röpdolgozat	5
208	2010.10.11	1	röpdolgozat	5
124	2010.10.11	4	röpdolgozat	5
132	2010.10.11	2	röpdolgozat	5
263	2010.10.11	5	szóbeli felelet	12
262	2010.10.12	4	röpdolgozat	12
216	2010.10.12	5	röpdolgozat	12
263	2010.10.12	4	röpdolgozat	12
253	2010.10.12	5	röpdolgozat	12
288	2010.10.12	4	röpdolgozat	12
265	2010.10.12	5	röpdolgozat	12
238	2010.10.12	5	röpdolgozat	12
244	2010.10.12	5	röpdolgozat	12
181	2010.10.12	5	röpdolgozat	12
114	2010.10.12	3	röpdolgozat	12
104	2010.10.12	4	röpdolgozat	12
140	2010.10.12	5	röpdolgozat	12
116	2010.10.12	5	röpdolgozat	12
146	2010.10.12	5	röpdolgozat	12
180	2010.10.12	5	röpdolgozat	12
205	2010.10.12	4	röpdolgozat	12
128	2010.10.12	5	röpdolgozat	12
175	2010.10.12	5	röpdolgozat	12
155	2010.10.12	4	röpdolgozat	12
167	2010.10.12	5	röpdolgozat	12
148	2010.10.12	3	röpdolgozat	12
209	2010.10.12	3	röpdolgozat	12
156	2010.10.12	4	röpdolgozat	12
96	2010.10.12	3	röpdolgozat	12
151	2010.10.12	4	röpdolgozat	12
132	2010.10.12	4	röpdolgozat	12
106	2010.10.12	4	röpdolgozat	12
114	2010.10.12	4	röpdolgozat	12
155	2010.10.12	5	röpdolgozat	12
209	2010.10.12	4	röpdolgozat	12
132	2010.10.12	5	röpdolgozat	12
316	2010.10.12	5	röpdolgozat	2
289	2010.10.12	5	röpdolgozat	2
277	2010.10.12	5	röpdolgozat	2
290	2010.10.12	5	röpdolgozat	2
281	2010.10.12	5	röpdolgozat	2
222	2010.10.12	4	röpdolgozat	2
308	2010.10.12	5	röpdolgozat	2
219	2010.10.12	5	röpdolgozat	2
224	2010.10.12	5	röpdolgozat	2
303	2010.10.12	5	röpdolgozat	2
309	2010.10.12	5	röpdolgozat	2
229	2010.10.12	5	röpdolgozat	2
226	2010.10.12	3	röpdolgozat	2
227	2010.10.12	5	röpdolgozat	2
312	2010.10.12	5	röpdolgozat	2
285	2010.10.12	5	röpdolgozat	2
256	2010.10.12	1	röpdolgozat	2
271	2010.10.12	5	röpdolgozat	2
272	2010.10.12	5	röpdolgozat	2
299	2010.10.12	4	röpdolgozat	2
267	2010.10.12	5	röpdolgozat	2
268	2010.10.12	5	röpdolgozat	2
282	2010.10.12	5	röpdolgozat	2
240	2010.10.12	5	röpdolgozat	2
364	2010.10.12	5	témazáró dolgozat	1
280	2010.10.12	4	szóbeli felelet	7
158	2010.10.12	3	röpdolgozat	14
164	2010.10.12	5	röpdolgozat	14
159	2010.10.12	1	röpdolgozat	14
185	2010.10.12	2	röpdolgozat	14
134	2010.10.12	3	röpdolgozat	14
208	2010.10.12	4	röpdolgozat	14
166	2010.10.12	5	röpdolgozat	14
289	2010.10.12	4	szóbeli felelet	7
289	2010.10.12	5	röpdolgozat	7
177	2010.10.12	4	témazáró dolgozat	14
127	2010.10.12	4	témazáró dolgozat	14
186	2010.10.12	4	témazáró dolgozat	14
130	2010.10.12	2	témazáró dolgozat	14
133	2010.10.12	5	témazáró dolgozat	14
171	2010.10.12	4	témazáró dolgozat	14
161	2010.10.12	4	témazáró dolgozat	14
189	2010.10.12	4	témazáró dolgozat	14
191	2010.10.12	4	témazáró dolgozat	14
109	2010.10.12	5	témazáró dolgozat	14
219	2010.10.12	4	szóbeli felelet	7
141	2010.10.12	4	témazáró dolgozat	14
313	2010.10.12	3	röpdolgozat	2
292	2010.10.12	3	röpdolgozat	2
137	2010.10.12	5	szóbeli felelet	12
349	2010.10.12	2	röpdolgozat	12
379	2010.10.12	4	röpdolgozat	12
336	2010.10.12	5	röpdolgozat	12
341	2010.10.12	5	röpdolgozat	12
404	2010.10.12	5	röpdolgozat	12
419	2010.10.12	3	röpdolgozat	12
343	2010.10.12	5	röpdolgozat	12
369	2010.10.12	5	röpdolgozat	12
407	2010.10.12	5	röpdolgozat	12
321	2010.10.12	5	röpdolgozat	12
118	2010.10.12	5	szóbeli felelet	12
42	2010.10.12	4	röpdolgozat	12
90	2010.10.12	4	röpdolgozat	12
29	2010.10.12	5	röpdolgozat	12
30	2010.10.12	5	röpdolgozat	12
55	2010.10.12	5	röpdolgozat	12
45	2010.10.12	5	röpdolgozat	12
417	2010.10.12	2	szóbeli felelet	14
336	2010.10.12	4	szóbeli felelet	14
342	2010.10.12	4	szóbeli felelet	14
331	2010.10.12	4	szóbeli felelet	14
419	2010.10.12	4	szóbeli felelet	14
399	2010.10.12	3	szóbeli felelet	14
403	2010.10.12	2	szóbeli felelet	14
405	2010.10.12	4	szóbeli felelet	14
369	2010.10.12	4	szóbeli felelet	14
377	2010.10.12	4	szóbeli felelet	14
330	2010.10.12	2	szóbeli felelet	14
333	2010.10.12	4	röpdolgozat	2
422	2010.10.12	5	röpdolgozat	2
352	2010.10.12	5	röpdolgozat	2
384	2010.10.12	5	röpdolgozat	2
415	2010.10.12	4	röpdolgozat	2
357	2010.10.12	4	röpdolgozat	2
370	2010.10.12	4	röpdolgozat	2
345	2010.10.12	3	röpdolgozat	2
423	2010.10.12	2	röpdolgozat	2
329	2010.10.12	5	röpdolgozat	2
388	2010.10.12	2	röpdolgozat	2
354	2010.10.12	4	röpdolgozat	2
353	2010.10.12	3	röpdolgozat	2
409	2010.10.12	4	röpdolgozat	2
347	2010.10.12	3	röpdolgozat	2
328	2010.10.12	5	röpdolgozat	2
339	2010.10.12	4	röpdolgozat	2
424	2010.10.12	3	röpdolgozat	2
360	2010.10.12	5	röpdolgozat	2
365	2010.10.12	3	röpdolgozat	2
334	2010.10.12	4	röpdolgozat	2
398	2010.10.12	4	röpdolgozat	2
366	2010.10.12	4	röpdolgozat	2
363	2010.10.12	4	röpdolgozat	2
344	2010.10.12	4	röpdolgozat	2
397	2010.10.12	5	röpdolgozat	2
367	2010.10.12	4	röpdolgozat	2
324	2010.10.12	5	röpdolgozat	2
390	2010.10.12	3	röpdolgozat	2
364	2010.10.12	5	röpdolgozat	2
362	2010.10.12	4	röpdolgozat	2
368	2010.10.12	3	röpdolgozat	2
356	2010.10.12	4	röpdolgozat	2
400	2010.10.12	3	röpdolgozat	2
416	2010.10.12	3	szóbeli felelet	13
375	2010.10.12	4	szóbeli felelet	13
363	2010.10.12	5	szóbeli felelet	13
344	2010.10.12	4	szóbeli felelet	13
367	2010.10.12	4	szóbeli felelet	13
324	2010.10.12	4	szóbeli felelet	13
392	2010.10.12	4	szóbeli felelet	13
116	2010.10.12	5	szóbeli felelet	13
117	2010.10.12	4	szóbeli felelet	13
121	2010.10.12	5	szóbeli felelet	13
167	2010.10.12	3	szóbeli felelet	13
168	2010.10.12	3	szóbeli felelet	13
123	2010.10.12	3	szóbeli felelet	13
124	2010.10.12	5	szóbeli felelet	13
200	2010.10.12	3	szóbeli felelet	13
201	2010.10.12	3	szóbeli felelet	13
80	2010.10.12	3	témazáró dolgozat	6
53	2010.10.12	3	témazáró dolgozat	6
85	2010.10.12	5	témazáró dolgozat	6
90	2010.10.12	4	témazáró dolgozat	6
32	2010.10.12	3	témazáró dolgozat	6
79	2010.10.12	4	témazáró dolgozat	6
76	2010.10.12	4	témazáró dolgozat	6
16	2010.10.12	3	témazáró dolgozat	6
35	2010.10.12	2	témazáró dolgozat	6
99	2010.10.12	3	témazáró dolgozat	6
36	2010.10.12	4	témazáró dolgozat	6
69	2010.10.12	1	témazáró dolgozat	5
336	2010.10.12	5	röpdolgozat	11
416	2010.10.12	3	röpdolgozat	11
421	2010.10.12	2	röpdolgozat	11
415	2010.10.12	3	szóbeli felelet	3
319	2010.10.12	4	röpdolgozat	19
262	2010.10.12	4	röpdolgozat	19
233	2010.10.12	3	röpdolgozat	19
234	2010.10.12	3	röpdolgozat	19
250	2010.10.12	4	röpdolgozat	19
235	2010.10.12	4	röpdolgozat	19
216	2010.10.12	4	röpdolgozat	19
263	2010.10.12	4	röpdolgozat	19
295	2010.10.12	4	röpdolgozat	19
283	2010.10.12	4	röpdolgozat	19
252	2010.10.12	3	röpdolgozat	19
253	2010.10.12	4	röpdolgozat	19
288	2010.10.12	3	röpdolgozat	19
304	2010.10.12	3	röpdolgozat	19
231	2010.10.12	4	röpdolgozat	19
265	2010.10.12	4	röpdolgozat	19
286	2010.10.12	4	röpdolgozat	19
273	2010.10.12	4	röpdolgozat	19
230	2010.10.12	3	röpdolgozat	19
310	2010.10.12	4	röpdolgozat	19
276	2010.10.12	4	röpdolgozat	19
247	2010.10.12	4	röpdolgozat	19
238	2010.10.12	5	röpdolgozat	19
239	2010.10.12	5	röpdolgozat	19
296	2010.10.12	3	röpdolgozat	19
284	2010.10.12	5	röpdolgozat	19
232	2010.10.12	5	röpdolgozat	19
266	2010.10.12	4	röpdolgozat	19
246	2010.10.12	4	röpdolgozat	19
300	2010.10.12	4	röpdolgozat	19
