datum	regenyid	darab
2008.05.16	30	1
2008.05.16	40	1
2008.05.16	18	1
2008.05.16	69	1
2008.05.16	19	1
2008.05.16	52	1
2008.05.16	23	20
2008.05.16	2	1
2008.05.16	64	1
2008.05.16	12	1
2008.05.16	45	1
2008.05.16	9	6
2008.05.16	51	1
2008.05.16	12	1
2008.05.16	35	1
2008.05.16	64	1
2008.05.16	29	1
2008.05.16	30	1
2008.05.16	42	1
2008.05.16	62	1
2008.05.16	63	1
2008.05.16	63	1
2008.05.16	5	1
2008.05.16	38	1
2008.05.16	1	18
2008.05.16	16	1
2008.05.16	36	1
2008.05.16	62	1
2008.05.16	9	1
2008.05.16	35	1
2008.05.16	65	1
2008.05.16	61	1
2008.05.16	16	1
2008.05.16	3	1
2008.05.16	17	1
2008.05.16	47	1
2008.05.16	72	1
2008.05.16	31	1
2008.05.16	65	6
2008.05.16	54	1
2008.05.16	4	19
2008.05.16	52	18
2008.05.16	71	19
2008.05.16	24	1
2008.05.16	71	1
2008.05.16	45	1
2008.05.16	8	1
2008.05.16	18	1
2008.05.16	57	1
2008.05.16	4	1
2008.05.16	5	1
2008.05.16	38	1
2008.05.16	68	1
2008.05.16	51	11
2008.05.16	38	1
2008.05.16	22	1
2008.05.16	13	1
2008.05.16	31	1
2008.05.16	41	1
2008.05.16	2	1
2008.05.16	12	10
2008.05.16	28	1
2008.05.16	56	1
2008.05.16	31	12
2008.05.16	59	17
2008.05.16	16	1
2008.05.16	46	1
2008.05.16	67	6
2008.05.16	12	1
2008.05.16	10	1
2008.05.16	53	1
2008.05.16	57	1
2008.05.16	21	1
2008.05.16	47	1
2008.05.16	70	1
2008.05.16	35	1
2008.05.16	19	13
2008.05.16	38	1
2008.05.16	69	1
2008.05.16	13	10
2008.05.16	65	1
2008.05.16	72	1
2008.05.16	54	6
2008.05.16	30	16
2008.05.16	18	1
2008.05.16	67	1
2008.05.16	23	1
2008.05.16	25	1
2008.05.16	15	1
2008.05.16	50	1
2008.05.16	53	12
2008.05.16	27	1
2008.05.16	25	1
2008.05.16	50	1
2008.05.16	4	1
2008.05.17	9	19
2008.05.17	36	18
2008.05.17	55	4
2008.05.17	5	1
2008.05.17	13	12
2008.05.17	4	1
2008.05.17	71	1
2008.05.17	54	1
2008.05.17	18	1
2008.05.17	61	1
2008.05.17	41	1
2008.05.17	34	1
2008.05.17	8	1
2008.05.17	28	1
2008.05.17	51	1
2008.05.17	17	1
2008.05.18	69	1
2008.05.18	24	3
2008.05.18	29	1
2008.05.18	50	1
2008.05.18	21	1
2008.05.18	37	1
2008.05.18	58	1
2008.05.18	54	1
2008.05.18	22	1
2008.05.18	16	1
2008.05.18	67	1
2008.05.18	16	1
2008.05.18	42	1
2008.05.18	32	1
2008.05.18	47	1
2008.05.18	41	1
2008.05.18	70	1
2008.05.18	17	1
2008.05.18	6	1
2008.05.18	32	1
2008.05.18	68	1
2008.05.18	48	1
2008.05.18	21	5
2008.05.18	9	1
2008.05.18	4	1
2008.05.18	7	1
2008.05.18	53	1
2008.05.18	72	1
2008.05.18	12	1
2008.05.18	61	1
2008.05.18	30	1
2008.05.18	34	1
2008.05.18	52	1
2008.05.18	65	1
2008.05.18	68	1
2008.05.18	44	1
2008.05.18	7	1
2008.05.18	62	13
2008.05.18	57	13
2008.05.18	23	1
2008.05.18	31	1
2008.05.18	29	1
2008.05.18	65	1
2008.05.18	10	1
2008.05.18	48	1
2008.05.18	19	1
2008.05.18	64	1
2008.05.18	9	1
2008.05.18	56	1
2008.05.18	28	1
2008.05.18	36	1
2008.05.18	51	20
2008.05.18	17	1
2008.05.18	1	1
2008.05.18	16	9
2008.05.18	32	1
2008.05.18	55	1
2008.05.18	57	20
2008.05.18	57	10
2008.05.18	18	14
2008.05.18	57	18
2008.05.18	72	1
2008.05.18	55	1
2008.05.18	47	1
2008.05.18	64	1
2008.05.18	6	1
2008.05.18	28	1
2008.05.18	19	3
2008.05.18	43	1
2008.05.18	5	1
2008.05.18	33	1
2008.05.18	53	1
2008.05.18	34	1
2008.05.18	16	1
2008.05.18	16	1
2008.05.18	48	1
2008.05.18	22	10
2008.05.18	37	1
2008.05.18	42	1
2008.05.18	53	1
2008.05.18	39	4
2008.05.18	28	1
2008.05.18	30	1
2008.05.18	7	1
2008.05.19	22	1
2008.05.19	57	1
2008.05.19	39	1
2008.05.19	51	1
2008.05.19	39	1
2008.05.19	58	9
2008.05.19	9	1
2008.05.19	53	1
2008.05.19	29	1
2008.05.19	56	1
2008.05.19	34	1
2008.05.19	27	1
2008.05.19	27	1
2008.05.19	22	1
2008.05.19	56	1
2008.05.19	17	1
2008.05.19	2	1
2008.05.19	72	16
2008.05.19	69	1
2008.05.19	43	1
2008.05.19	46	1
2008.05.19	62	1
2008.05.19	50	18
2008.05.19	46	1
2008.05.19	61	1
2008.05.19	54	1
2008.05.19	25	19
2008.05.19	42	1
2008.05.19	64	1
2008.05.19	51	1
2008.05.19	60	1
2008.05.19	10	1
2008.05.19	72	10
2008.05.19	37	1
2008.05.19	55	1
2008.05.19	34	1
2008.05.19	58	1
2008.05.19	59	1
2008.05.19	5	14
2008.05.19	17	1
2008.05.19	1	2
2008.05.19	20	1
2008.05.19	7	1
2008.05.19	54	1
2008.05.19	42	1
2008.05.19	28	1
2008.05.19	30	20
2008.05.19	31	1
2008.05.19	58	1
2008.05.19	68	1
2008.05.19	13	1
2008.05.19	40	1
2008.05.19	17	1
2008.05.19	70	1
2008.05.19	45	1
2008.05.19	43	1
2008.05.19	35	9
2008.05.19	9	1
2008.05.19	4	1
2008.05.19	70	1
2008.05.19	39	1
2008.05.19	2	1
2008.05.20	30	1
2008.05.20	67	8
2008.05.20	44	1
2008.05.20	31	13
2008.05.20	70	1
2008.05.20	44	1
2008.05.20	17	1
2008.05.20	11	15
2008.05.20	49	20
2008.05.20	51	1
2008.05.20	54	1
2008.05.20	10	1
2008.05.20	6	1
2008.05.21	57	12
2008.05.21	60	6
2008.05.21	32	1
2008.05.21	21	1
2008.05.21	67	1
2008.05.21	66	1
2008.05.21	14	1
2008.05.21	38	1
2008.05.21	13	1
2008.05.21	40	1
2008.05.21	26	1
2008.05.22	29	1
2008.05.22	35	1
2008.05.22	40	1
2008.05.23	16	1
2008.05.23	67	18
2008.05.23	49	2
2008.05.23	4	16
2008.05.23	7	1
2008.05.23	10	1
2008.05.23	23	1
2008.05.23	3	15
2008.05.23	72	12
2008.05.23	37	1
2008.05.23	45	1
2008.05.23	63	1
2008.05.23	69	16
2008.05.23	56	1
2008.05.23	54	1
2008.05.23	47	1
2008.05.23	58	1
2008.05.23	37	1
2008.05.23	41	1
2008.05.23	53	1
2008.05.23	60	1
2008.05.23	54	1
2008.05.23	9	13
2008.05.23	21	1
2008.05.23	54	1
2008.05.23	46	1
2008.05.23	56	1
2008.05.23	42	1
2008.05.23	40	7
2008.05.23	56	4
2008.05.23	55	1
2008.05.23	42	1
2008.05.23	15	1
2008.05.23	1	1
2008.05.23	67	1
2008.05.23	69	1
2008.05.23	14	1
2008.05.23	11	1
2008.05.23	52	1
2008.05.23	17	1
2008.05.23	59	1
2008.05.23	3	18
2008.05.23	61	1
2008.05.23	14	1
2008.05.23	66	1
2008.05.23	48	1
2008.05.23	21	1
2008.05.24	41	1
2008.05.24	68	4
2008.05.24	3	1
2008.05.25	65	1
2008.05.25	68	1
2008.05.25	1	1
2008.05.25	32	1
2008.05.25	54	1
2008.05.25	48	1
2008.05.25	23	1
2008.05.25	19	9
2008.05.25	28	18
2008.05.25	31	1
2008.05.25	50	1
2008.05.25	61	1
2008.05.25	46	1
2008.05.25	48	1
2008.05.25	71	1
2008.05.25	60	1
2008.05.25	42	1
2008.05.25	42	1
2008.05.25	39	1
2008.05.25	34	1
2008.05.25	56	1
2008.05.25	45	1
2008.05.25	51	1
2008.05.26	49	1
2008.05.26	4	1
2008.05.27	54	1
2008.05.27	46	1
2008.05.27	69	14
2008.05.27	61	1
2008.05.27	13	1
2008.05.27	71	1
2008.05.28	57	1
2008.05.28	64	7
2008.05.28	27	1
2008.05.28	51	1
2008.05.28	15	1
2008.05.28	24	1
2008.05.28	15	1
2008.05.28	14	1
2008.05.28	12	1
2008.05.28	25	7
2008.05.28	69	1
2008.05.28	34	1
2008.05.28	35	1
2008.05.28	40	18
2008.05.28	51	1
2008.05.28	36	1
2008.05.28	70	1
2008.05.28	36	1
2008.05.28	65	3
2008.05.28	30	1
2008.05.28	48	1
2008.05.28	65	1
2008.05.28	7	1
2008.05.28	39	1
2008.05.28	56	1
2008.05.28	71	1
2008.05.28	40	1
2008.05.28	45	2
2008.05.28	36	11
2008.05.28	36	1
2008.05.29	32	19
2008.05.29	17	1
2008.05.29	22	1
2008.05.29	64	1
2008.05.29	24	11
2008.05.29	39	1
2008.05.29	67	11
2008.05.29	47	6
2008.05.29	39	1
2008.05.29	58	1
2008.05.29	22	1
2008.05.29	44	1
2008.05.29	25	12
2008.05.29	67	1
2008.05.30	52	1
2008.05.30	50	1
2008.05.30	62	1
2008.05.30	39	7
2008.05.30	18	1
2008.05.30	1	1
2008.05.30	51	19
2008.05.30	7	1
2008.05.30	67	14
2008.05.30	9	1
2008.05.30	20	1
2008.05.30	54	1
2008.05.31	23	1
2008.05.31	21	1
2008.05.31	66	20
2008.05.31	15	13
2008.05.31	18	1
2008.05.31	55	13
2008.05.31	66	10
2008.05.31	59	1
2008.05.31	44	1
2008.05.31	67	1
2008.05.31	39	1
2008.05.31	39	12
2008.05.31	26	1
2008.05.31	37	6
2008.05.31	47	1
2008.05.31	47	1
2008.05.31	27	1
2008.05.31	22	1
2008.05.31	12	1
2008.05.31	71	1
2008.05.31	38	1
2008.05.31	63	1
2008.05.31	65	1
2008.05.31	6	1
2008.05.31	16	1
2008.05.31	45	1
2008.05.31	52	4
2008.06.01	44	1
2008.06.01	65	1
2008.06.01	33	1
2008.06.01	65	1
2008.06.01	22	1
2008.06.01	72	7
2008.06.01	28	1
2008.06.01	67	1
2008.06.01	26	1
2008.06.01	35	1
2008.06.01	54	1
2008.06.01	16	1
2008.06.02	16	1
2008.06.02	31	1
2008.06.02	46	1
2008.06.02	17	1
2008.06.02	40	1
2008.06.02	32	1
2008.06.02	19	2
2008.06.02	23	1
2008.06.02	30	1
2008.06.02	13	20
2008.06.02	35	1
2008.06.02	40	1
2008.06.02	32	1
2008.06.03	12	10
2008.06.03	69	1
2008.06.03	4	8
2008.06.03	2	1
2008.06.04	15	1
2008.06.04	22	1
2008.06.04	58	1
2008.06.04	22	1
2008.06.04	21	1
2008.06.04	53	1
2008.06.04	45	14
2008.06.04	44	1
2008.06.04	7	1
2008.06.04	47	7
2008.06.04	66	1
2008.06.04	29	1
2008.06.04	61	1
2008.06.04	39	1
2008.06.05	30	1
2008.06.05	22	1
2008.06.05	61	1
2008.06.05	61	1
2008.06.05	62	1
2008.06.05	48	1
2008.06.05	26	1
2008.06.05	13	1
2008.06.05	26	1
2008.06.05	5	1
2008.06.05	35	1
2008.06.05	4	18
2008.06.05	31	7
2008.06.05	1	1
2008.06.05	35	1
2008.06.05	11	1
2008.06.05	36	1
2008.06.05	4	1
2008.06.05	48	1
2008.06.05	47	1
2008.06.05	43	1
2008.06.05	30	1
2008.06.05	42	1
2008.06.05	71	20
2008.06.05	64	1
2008.06.05	7	1
2008.06.05	52	17
2008.06.05	38	1
2008.06.05	18	17
2008.06.05	54	1
2008.06.05	39	1
2008.06.05	64	1
2008.06.05	16	1
2008.06.05	57	1
2008.06.05	48	1
2008.06.05	37	1
2008.06.05	24	8
2008.06.05	6	1
2008.06.05	8	1
2008.06.05	30	1
2008.06.05	27	13
2008.06.05	29	1
2008.06.05	28	1
2008.06.05	8	1
2008.06.05	69	1
2008.06.05	13	4
2008.06.05	42	1
2008.06.05	51	1
2008.06.05	49	1
2008.06.05	71	1
2008.06.05	31	5
2008.06.05	55	1
2008.06.05	53	9
2008.06.05	50	18
2008.06.06	66	1
2008.06.06	23	1
2008.06.06	29	1
2008.06.06	57	1
2008.06.06	60	17
2008.06.06	40	1
2008.06.06	32	1
2008.06.06	59	1
2008.06.06	49	1
2008.06.06	14	4
2008.06.06	3	2
2008.06.06	35	20
2008.06.06	9	5
2008.06.06	67	1
2008.06.06	36	1
2008.06.06	33	1
2008.06.06	22	1
2008.06.06	24	1
2008.06.06	23	1
2008.06.06	14	1
2008.06.06	40	1
2008.06.06	71	5
2008.06.06	32	20
2008.06.06	14	1
2008.06.06	36	1
2008.06.06	54	1
2008.06.06	37	1
2008.06.06	7	1
2008.06.06	15	1
2008.06.06	42	1
2008.06.06	49	1
2008.06.06	10	1
2008.06.06	4	1
2008.06.06	20	18
2008.06.06	16	1
2008.06.06	66	1
2008.06.06	7	1
2008.06.06	18	1
2008.06.06	30	1
2008.06.06	14	1
2008.06.06	38	1
2008.06.06	30	1
2008.06.06	22	1
2008.06.06	49	1
2008.06.06	45	1
2008.06.07	14	1
2008.06.07	8	20
2008.06.07	33	1
2008.06.07	7	1
2008.06.07	71	1
2008.06.07	7	1
2008.06.07	39	1
2008.06.07	13	19
2008.06.07	36	1
2008.06.07	65	1
2008.06.07	13	1
2008.06.07	60	1
2008.06.07	49	1
2008.06.07	29	14
2008.06.07	20	1
2008.06.07	5	1
2008.06.07	2	1
2008.06.07	7	1
2008.06.08	35	7
2008.06.08	65	16
2008.06.08	37	1
2008.06.08	47	1
2008.06.08	47	1
2008.06.08	62	17
2008.06.08	25	1
2008.06.08	47	1
2008.06.08	12	1
2008.06.08	22	5
2008.06.08	55	1
2008.06.08	31	1
2008.06.09	30	1
2008.06.09	29	1
2008.06.09	29	1
2008.06.09	63	1
2008.06.09	7	1
2008.06.09	61	1
2008.06.09	68	19
2008.06.09	56	1
2008.06.09	6	1
2008.06.09	37	1
2008.06.10	72	1
2008.06.10	12	1
2008.06.10	13	1
2008.06.10	18	17
2008.06.10	48	1
2008.06.10	16	8
2008.06.10	17	7
2008.06.10	32	20
2008.06.10	54	1
2008.06.10	16	13
2008.06.10	1	1
2008.06.10	20	1
2008.06.10	63	1
2008.06.10	60	1
2008.06.10	9	1
2008.06.10	38	1
2008.06.10	3	16
2008.06.10	63	1
2008.06.10	36	1
2008.06.10	47	1
2008.06.10	42	1
2008.06.10	43	1
2008.06.10	19	1
2008.06.10	31	1
2008.06.10	63	1
2008.06.10	67	1
2008.06.10	18	1
2008.06.10	67	1
2008.06.10	66	1
2008.06.10	25	18
2008.06.10	70	1
2008.06.10	55	7
2008.06.10	3	1
2008.06.10	68	1
2008.06.10	14	10
2008.06.11	5	1
2008.06.11	50	1
2008.06.11	45	1
2008.06.11	40	1
2008.06.11	32	1
2008.06.11	9	1
2008.06.11	22	1
2008.06.11	10	1
2008.06.11	59	1
2008.06.11	43	11
2008.06.11	28	1
2008.06.11	68	1
2008.06.11	11	1
2008.06.11	31	1
2008.06.11	70	7
2008.06.11	67	1
2008.06.11	27	1
2008.06.11	42	19
2008.06.11	46	1
2008.06.11	17	1
2008.06.11	1	1
2008.06.11	65	1
2008.06.11	42	1
2008.06.11	51	17
2008.06.11	60	11
2008.06.11	30	1
2008.06.12	23	1
2008.06.12	51	1
2008.06.12	32	1
2008.06.12	57	1
2008.06.12	7	1
2008.06.12	5	1
2008.06.12	24	1
2008.06.12	5	1
2008.06.12	22	1
2008.06.12	20	7
2008.06.12	16	1
2008.06.12	16	1
2008.06.13	33	1
2008.06.13	20	1
2008.06.13	61	1
2008.06.13	19	1
2008.06.13	64	1
2008.06.13	17	3
2008.06.13	9	12
2008.06.13	18	1
2008.06.13	55	1
2008.06.13	7	14
2008.06.13	16	1
2008.06.13	51	1
2008.06.13	38	1
2008.06.13	71	1
2008.06.13	13	4
2008.06.13	46	1
2008.06.14	48	1
2008.06.14	15	1
2008.06.14	47	1
2008.06.14	8	1
2008.06.14	32	10
2008.06.14	56	1
2008.06.14	59	1
2008.06.14	47	1
2008.06.14	36	1
2008.06.14	32	1
2008.06.14	70	11
2008.06.14	22	1
2008.06.14	21	5
2008.06.14	34	1
2008.06.14	59	1
2008.06.14	44	1
2008.06.14	11	1
2008.06.14	12	1
2008.06.14	15	1
2008.06.14	45	1
2008.06.14	37	1
2008.06.14	17	1
2008.06.14	19	1
2008.06.14	57	1
2008.06.14	44	1
2008.06.14	42	1
2008.06.14	26	1
2008.06.14	37	1
2008.06.14	23	1
2008.06.14	37	1
2008.06.14	19	1
2008.06.14	50	8
2008.06.14	35	1
2008.06.14	1	1
2008.06.14	29	1
2008.06.14	63	1
2008.06.14	50	1
2008.06.14	12	1
2008.06.14	60	1
2008.06.14	58	1
2008.06.14	32	1
2008.06.14	26	1
2008.06.14	23	10
2008.06.14	58	1
2008.06.14	1	1
2008.06.14	27	1
2008.06.14	71	1
2008.06.14	66	2
2008.06.14	19	4
2008.06.14	48	1
2008.06.14	55	1
2008.06.14	43	1
2008.06.14	2	1
2008.06.14	50	1
2008.06.14	45	18
2008.06.14	39	14
2008.06.14	47	1
2008.06.14	69	1
2008.06.14	29	13
2008.06.14	55	1
2008.06.14	20	1
2008.06.14	16	1
2008.06.14	48	1
2008.06.14	68	1
2008.06.14	12	11
2008.06.14	42	1
2008.06.14	11	1
2008.06.14	33	1
2008.06.14	46	1
2008.06.14	22	1
2008.06.14	43	1
2008.06.14	2	1
2008.06.14	59	18
2008.06.14	23	20
2008.06.14	3	1
2008.06.14	37	13
2008.06.14	30	1
2008.06.14	37	1
2008.06.14	18	1
2008.06.14	19	16
2008.06.14	13	1
2008.06.14	30	13
2008.06.14	68	1
2008.06.14	5	1
2008.06.14	44	9
2008.06.14	55	1
2008.06.14	11	1
2008.06.14	20	1
2008.06.14	42	1
2008.06.14	39	1
2008.06.14	9	1
2008.06.14	39	1
2008.06.14	69	1
2008.06.14	37	1
2008.06.14	33	1
2008.06.14	29	1
2008.06.14	24	1
2008.06.14	63	19
2008.06.14	38	1
2008.06.14	55	1
2008.06.14	30	1
2008.06.14	39	1
2008.06.14	29	1
2008.06.14	21	1
2008.06.14	4	1
2008.06.15	60	1
2008.06.15	50	1
2008.06.16	37	1
2008.06.16	50	1
2008.06.16	47	1
2008.06.16	64	1
2008.06.16	57	14
2008.06.16	53	1
2008.06.16	53	1
2008.06.16	33	1
2008.06.16	62	6
2008.06.16	21	7
2008.06.16	6	1
2008.06.16	52	1
2008.06.16	51	1
2008.06.16	58	1
2008.06.16	16	1
2008.06.16	37	1
2008.06.16	46	1
2008.06.16	30	1
2008.06.16	66	1
2008.06.16	21	1
2008.06.16	14	1
2008.06.16	20	1
2008.06.16	62	1
2008.06.16	62	1
2008.06.16	6	1
2008.06.16	10	1
2008.06.16	24	1
2008.06.16	58	1
2008.06.16	65	17
2008.06.16	29	16
2008.06.16	26	1
2008.06.16	1	1
2008.06.16	63	1
2008.06.16	46	4
2008.06.16	6	3
2008.06.16	53	1
2008.06.16	24	1
2008.06.16	43	1
2008.06.16	29	1
2008.06.16	38	1
2008.06.16	28	1
2008.06.16	66	1
2008.06.16	51	1
2008.06.16	46	11
2008.06.16	63	1
2008.06.16	33	1
2008.06.16	20	1
2008.06.16	33	1
2008.06.16	48	1
2008.06.16	32	1
2008.06.16	46	1
2008.06.16	45	1
2008.06.16	30	1
2008.06.16	12	1
2008.06.16	72	14
2008.06.16	36	1
2008.06.16	5	1
2008.06.16	23	1
2008.06.16	71	1
2008.06.16	46	20
2008.06.16	14	1
2008.06.16	14	6
2008.06.17	21	20
2008.06.17	54	1
2008.06.17	37	1
2008.06.17	56	1
2008.06.17	41	1
2008.06.17	67	1
2008.06.17	15	1
2008.06.17	37	1
2008.06.18	30	1
2008.06.18	55	1
2008.06.18	64	12
2008.06.18	1	1
2008.06.18	70	1
2008.06.18	52	3
2008.06.18	72	1
2008.06.18	38	1
2008.06.18	13	1
2008.06.18	53	1
2008.06.18	16	8
2008.06.18	3	1
2008.06.18	43	1
2008.06.18	18	1
2008.06.18	14	16
2008.06.18	42	8
2008.06.18	62	17
2008.06.18	25	1
2008.06.18	44	19
2008.06.18	2	15
2008.06.18	71	1
2008.06.18	32	1
2008.06.18	63	1
2008.06.18	24	1
2008.06.19	6	1
2008.06.19	19	1
2008.06.19	12	1
2008.06.20	64	1
2008.06.20	32	1
2008.06.20	30	10
2008.06.20	47	1
2008.06.20	64	1
2008.06.20	29	1
2008.06.20	29	16
2008.06.20	52	7
2008.06.20	16	9
2008.06.20	57	1
2008.06.20	7	1
2008.06.20	60	2
2008.06.20	3	1
2008.06.21	6	14
2008.06.21	56	1
2008.06.21	59	1
2008.06.21	49	1
2008.06.21	13	1
2008.06.21	47	1
2008.06.21	22	1
2008.06.21	70	1
2008.06.21	61	1
2008.06.21	42	1
2008.06.21	7	1
2008.06.21	48	1
2008.06.21	71	1
2008.06.21	52	16
2008.06.21	57	1
2008.06.21	61	1
2008.06.21	47	1
2008.06.21	3	1
2008.06.21	60	14
2008.06.21	7	1
2008.06.21	22	1
2008.06.21	43	1
2008.06.21	54	1
2008.06.21	60	8
2008.06.21	46	1
2008.06.21	46	4
2008.06.21	12	1
2008.06.21	22	1
2008.06.21	7	1
2008.06.21	72	1
2008.06.21	50	1
2008.06.21	37	9
2008.06.21	47	1
2008.06.21	23	4
2008.06.21	3	1
2008.06.21	66	3
2008.06.21	13	1
2008.06.21	11	1
2008.06.21	57	1
2008.06.21	67	1
2008.06.21	24	1
2008.06.21	18	1
2008.06.21	62	1
2008.06.21	39	19
2008.06.21	11	1
2008.06.21	51	1
2008.06.21	49	1
2008.06.21	69	6
2008.06.21	43	1
2008.06.21	36	1
2008.06.21	40	1
2008.06.21	72	1
2008.06.21	17	8
2008.06.21	40	1
2008.06.21	12	1
2008.06.21	53	1
2008.06.21	22	1
2008.06.21	41	1
2008.06.21	43	1
2008.06.21	25	1
2008.06.21	31	1
2008.06.21	56	1
2008.06.21	26	1
2008.06.21	72	1
2008.06.21	46	1
2008.06.21	70	1
2008.06.21	33	1
2008.06.21	56	1
2008.06.21	20	1
2008.06.21	65	1
2008.06.21	63	16
2008.06.21	42	6
2008.06.21	39	1
2008.06.22	68	1
2008.06.22	62	1
2008.06.22	1	1
2008.06.22	5	1
2008.06.22	53	1
2008.06.22	36	1
2008.06.22	57	1
2008.06.22	54	1
2008.06.22	67	1
2008.06.22	31	1
2008.06.23	51	6
2008.06.23	71	1
2008.06.23	14	13
2008.06.23	70	6
2008.06.23	23	1
2008.06.23	25	1
2008.06.24	25	1
2008.06.24	25	1
2008.06.24	32	3
2008.06.24	47	1
2008.06.24	24	1
2008.06.24	7	1
2008.06.24	35	1
2008.06.24	68	1
2008.06.24	26	1
2008.06.24	66	12
2008.06.24	19	12
2008.06.24	52	1
2008.06.24	63	1
2008.06.24	25	1
2008.06.24	59	1
2008.06.24	16	1
2008.06.24	55	1
2008.06.24	23	3
2008.06.24	14	11
2008.06.24	72	1
2008.06.24	38	1
2008.06.24	12	1
2008.06.24	8	2
2008.06.24	22	1
2008.06.24	30	11
2008.06.24	68	1
2008.06.24	55	1
2008.06.24	36	1
2008.06.24	72	19
2008.06.24	53	1
2008.06.24	67	1
2008.06.24	29	1
2008.06.24	59	1
2008.06.24	27	1
2008.06.24	61	1
2008.06.24	13	20
2008.06.24	31	1
2008.06.24	47	1
2008.06.24	9	1
2008.06.25	41	1
2008.06.25	15	4
2008.06.25	25	1
2008.06.25	49	11
2008.06.25	72	1
2008.06.25	41	1
2008.06.25	16	9
2008.06.25	69	1
2008.06.25	16	1
2008.06.25	41	1
2008.06.25	13	1
2008.06.25	69	1
2008.06.25	43	1
2008.06.25	12	1
2008.06.25	47	1
2008.06.25	63	1
2008.06.25	38	1
2008.06.25	53	1
2008.06.25	11	11
2008.06.25	25	1
2008.06.25	47	1
2008.06.25	65	10
2008.06.25	62	17
2008.06.25	13	1
2008.06.25	12	1
2008.06.25	31	1
2008.06.25	1	1
2008.06.26	45	1
2008.06.26	57	1
2008.06.26	58	1
2008.06.26	48	1
2008.06.26	42	1
2008.06.26	60	19
2008.06.26	2	1
2008.06.26	46	1
2008.06.26	27	1
2008.06.26	57	17
2008.06.27	40	16
2008.06.27	32	1
2008.06.27	21	15
2008.06.27	36	1
2008.06.27	33	1
2008.06.27	39	1
2008.06.27	27	1
2008.06.27	6	19
2008.06.28	60	1
2008.06.28	33	1
2008.06.28	41	1
2008.06.28	46	1
2008.06.28	8	1
2008.06.28	10	1
2008.06.28	12	11
2008.06.28	2	1
2008.06.28	2	1
2008.06.28	1	1
2008.06.29	56	14
2008.06.29	53	1
2008.06.29	59	1
2008.06.29	37	1
2008.06.29	36	1
2008.06.29	42	1
2008.06.29	42	1
2008.06.29	3	13
2008.06.29	65	1
2008.06.29	39	4
2008.06.29	39	1
2008.06.29	17	1
2008.06.29	59	1
2008.06.29	45	1
2008.06.29	26	1
2008.06.29	10	1
2008.06.29	6	1
2008.06.29	15	9
2008.06.29	32	9
2008.06.29	59	1
2008.06.29	11	1
2008.06.29	22	1
2008.06.29	54	1
2008.06.29	38	1
2008.06.29	17	14
2008.06.29	34	1
2008.06.29	67	1
2008.06.29	7	1
2008.06.29	38	1
2008.06.29	12	1
2008.06.29	11	1
2008.06.29	19	1
2008.06.29	40	1
2008.06.29	11	1
2008.06.29	50	1
2008.06.29	22	1
2008.06.29	41	1
2008.06.29	14	1
2008.06.29	63	1
2008.06.29	21	1
2008.06.29	54	1
2008.06.29	57	1
2008.06.29	60	1
2008.06.29	2	1
2008.06.29	25	3
2008.06.29	28	1
2008.06.29	7	1
2008.06.29	48	2
2008.06.29	29	1
2008.06.29	18	1
2008.06.29	6	1
2008.06.30	57	1
2008.06.30	3	11
2008.06.30	52	3
2008.06.30	53	1
2008.06.30	49	1
2008.06.30	12	1
2008.06.30	51	1
2008.06.30	61	1
2008.06.30	27	19
2008.06.30	65	1
2008.06.30	1	1
2008.06.30	24	1
2008.06.30	21	17
2008.06.30	53	1
2008.06.30	20	1
2008.06.30	25	1
2008.06.30	70	1
2008.06.30	35	1
2008.06.30	31	1
2008.06.30	60	1
2008.06.30	28	1
2008.06.30	30	1
2008.06.30	33	1
2008.06.30	47	1
2008.06.30	14	13
2008.06.30	72	1
2008.06.30	26	1
2008.06.30	56	1
2008.06.30	42	1
2008.06.30	24	1
2008.06.30	58	17
2008.06.30	45	18
2008.06.30	43	1
2008.06.30	51	1
2008.06.30	45	13
2008.06.30	18	1
2008.06.30	55	1
2008.06.30	12	11
2008.06.30	47	1
2008.06.30	30	1
2008.06.30	65	1
2008.06.30	47	1
2008.07.01	44	8
2008.07.01	19	1
2008.07.01	65	1
2008.07.01	32	1
2008.07.01	58	16
2008.07.01	45	1
2008.07.01	72	1
2008.07.01	70	10
2008.07.01	44	1
2008.07.01	64	3
2008.07.01	12	1
2008.07.01	68	1
2008.07.01	63	1
2008.07.01	66	1
2008.07.01	28	1
2008.07.01	61	20
2008.07.01	60	17
2008.07.01	29	1
2008.07.01	10	18
2008.07.01	43	1
2008.07.01	50	1
2008.07.01	69	1
2008.07.01	9	1
2008.07.01	6	1
2008.07.01	3	1
2008.07.01	47	1
2008.07.01	61	11
2008.07.01	48	1
2008.07.01	26	1
2008.07.01	44	1
2008.07.01	21	1
2008.07.01	38	1
2008.07.01	43	14
2008.07.01	22	1
2008.07.01	41	1
2008.07.01	32	1
2008.07.01	17	1
2008.07.01	32	1
2008.07.01	38	1
2008.07.01	28	1
2008.07.01	35	18
2008.07.01	28	1
2008.07.01	58	1
2008.07.01	25	1
2008.07.01	68	1
2008.07.01	40	6
2008.07.01	46	1
2008.07.01	36	1
2008.07.01	71	1
2008.07.01	8	1
2008.07.01	72	1
2008.07.01	49	16
2008.07.01	69	1
2008.07.01	45	13
2008.07.01	33	1
2008.07.01	60	1
2008.07.01	48	10
2008.07.01	62	1
2008.07.01	23	1
